category,content
sport," Kostas Kenteris' lawyer has called for the doping charges against the Greek sprinter to be dropped.  Gregory Ioannidis has submitted new evidence to a Greek athletics tribunal which he claims proves the former Olympic champion has no case to answer. Kenteris and compatriot Katerina Thanou were given provisional suspensions in December for failing to take drugs tests before the Athens Olympics. The Greek tribunal is expected to give its verdict early next week. Kenteris and Thanou withdrew from the Athens Olympics last August after missing drugs tests on the eve of the opening ceremony. They were also alleged to have avoided tests in Tel Aviv and Chicago before the Games.  But Ioannidis said: ""Everything overwhelmingly shows that the charges should be dropped."" Ioannidis also said he has presented evidence that will throw a different light on the events leading up to the pair's sensational withdrawal from the Athens Games. The lawyer added that he has proof the authorities ""knew"" Kenteris was in Germany at the time he was alleged to have missed a test in Chicago. Nick Davies"
entertainment, Russian drama The Return (Vozvrashchenie) has been named winner of the BBC Four World Cinema Award.  The film tells the story of two adolescent boys who are subjected to a harsh regime when their strict father returns after a 10-year absence. Directed by Andrey Zvyagintsev
politics, A call for ethnic minority shortlists to boost the number of black and Asian MPs has been rejected by one of Labour's most senior Asians.  Shahid Malik
entertainment, Plans to create a US soap based on the BBC's EastEnders have reportedly been drawn up by the Fox TV network.  EastEnders' head writer Tony Jordan and music mogul Simon Fuller are involved in the project
tech, DVDs will be harder to copy thanks to new anti-piracy measures devised by copy protection firm Macrovision.  The pirated DVD market is enormous because current copy protection was hacked more than five years ago. Macrovision says its new RipGuard technology will thwart most
sport, Sydney will host a northern versus southern hemisphere charity match in June or July
entertainment,
sport," Republic of Ireland manager Brian Kerr admitted he was frustrated his side did not score more than one goal in their friendly win over Croatia.  Robbie Keane took his Republic record to 24 with a first-half goal which proved enough for victory. ""We had more good chances. It is just a shame we did not take them against such a technically gifted team"
tech, Nintendo's DS handheld game console has officially gone on sale in Europe.  Many stores around the UK opened at midnight to let keen gamers get their hands on the device. The two-screen clamshell gadget costs £99 (149 euros) and 15 games are available for it at launch
entertainment, Actress Nicole Kidman has won a restraining order against two paparazzi photographers who she claims left her fearful of leaving her Sydney mansion.  The Oscar-winning star took action against Jamie Fawcett and Ben McDonald after a bugging device was found outside her home earlier this week. Lawyers for the pair denied allegations they had planted the device. The Australian actress is currently in Sydney to film her latest movie
politics, Palestinian leader Mahmoud Abbas has said he will not tolerate attacks such as last Friday's suicide bombing in the Israeli city of Tel Aviv.  In an interview ahead of a meeting in London to discuss Palestinian reforms
politics," Labour MP Stephen Pound has told of his shock and his joy on learning he fathered a daughter when he was ""out of control"" during the ""wild"" 1960s.  Lucy"
business, The US created fewer jobs than expected in December
sport," Mike Ruddock paid tribute to his Wales side after they came from 15-6 down to beat France 24-18 in the Six Nations.  ""After going two tries down in 12 minutes we had to show character"
entertainment, The plot of an international bestseller that thousands of readers are likely to receive as a Christmas present is 'laughable'
entertainment, The BBC's flagship pop music programme Top of the Pops is to move from BBC One on Fridays to Sundays on BBC Two.  The new programme will combine with archive show TOTP2
